serviceid,branch,contractterm,serviceactivestatus,programmodel,campus,teachingorg,fulladdress,servicename,fundingSource,secondaryFundingSource,FundedBy_OtherSpecify,budgetcategory,initiative,budgetstatus,StaffEligibleToRecruit,StaffEligibleToStart,ContractStatus,ContractSentDate,LastContactDate,ContractNotes,TeachingOrg_SignedBudgetDate,TeachingOrg_SignedContractDate,TeachingOrg_CompletedDate,is501c3,Contract End Date,letterofgoodstandingdate,Insurance,firstname0,lastname0,email0,roles0,docs0,bg0,firstname1,lastname1,email1,roles1,docs1,bg1,firstname2,lastname2,email2,roles2,docs2,bg2,firstname3,lastname3,email3,roles3,docs3,bg3,firstname4,lastname4,email4,roles4,docs4,bg4,firstname5,lastname5,email5,roles5,docs5,bg5,firstname6,lastname6,email6,roles6,docs6,bg6,firstname7,lastname7,email7,roles7,docs7,bg7,firstname8,lastname8,email8,roles8,docs8,bg8,ProgramSpecialists,ProgramManagers,ContractAdmins,pc1,pc2,pc3,emails,ContentArea,SubContentArea,Category,edocid
7670699,North/Northwest,Full Year,Active,Advanced Apprenticeship,,City Voices,"22 DANBURY STREET SE WASHINGTON, DC 20032",TOGETHER Voices @ Grove Square Square,,,,22032460,,Approved/Locked,,test test test,Complete,3/7/2018,4/17/2019,test data for github,6/28/2019,3/13/2019,5/7/2019,Y,6/30/2020,5/29/2019,OK,Latina,Panek,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Willetta,Elm,testemail(at)test,Community Liaison,,XYZ Exempt,Melany,Etheredge,testemail(at)test,Instructor,,XYZ Exempt,Muoi,Exel,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Theatre,93156
7672276,North/Northwest,Full Year,Active,Apprenticeship,,Music and Arts Inc,"2911 N STREET SE WASHINGTON, DC 20019",Beats Music,,,,22030262,,Approved/Locked,,test test test,Complete,3/7/2018,4/12/2019,test data for github,7/9/2019,3/18/2019,5/7/2019,Y,6/30/2020,5/24/2019,OK,Latisha,Panela,testemail(at)test,Community Liaison; Instructor,,,Willette,Elmaghrabi,testemail(at)test,Community Liaison,,XYZ Exempt,Melba,Etheridge,testemail(at)test,Instructor,,XYZ Exempt,Muriel,Exford,testemail(at)test,Instructor,,XYZ Exempt,Brigitte,Reygan,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,Natalia Aguilar,Sonia Vazquez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Music,Band,93094
7672260,South/Southwest,Full Year,Active,Advanced Apprenticeship,,Collective Inc.,"2907 N STREET SE WASHINGTON, DC 20019",Urban Collective @ The Art Center,,,,42032490,,Approved/Locked,,test test test,Incomplete,3/7/2018,5/8/2019,test data for github,,,,Y,6/30/2019,5/24/2019,"WC Expired, Liability Expired",Latonia,Panell,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nia Marshall,Tonya Harden; Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,STEM,Applied Science,Sustainable Development,93080
7672272,North/Northwest,Full Year,Active,Apprenticeship,,Collective Inc.,"2907 N STREET SE WASHINGTON, DC 20019",Urban Collective @ The Square Community Youth Farm,,,,22030233,,Approved/Locked,test test test,test test test,Incomplete,3/7/2018,5/8/2019,test data for github,8/2/2019,3/25/2019,5/8/2019,Y,6/30/2019,5/24/2019,"WC Expired, Liability Expired",Latonya,Panella,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,William,Elmblad,testemail(at)test,Instructor,MR Ack Expired; PACR (ORG) Expired,XYZ Exempt,Melia,Etherton,testemail(at)test,Instructor,,XYZ Exempt,My,Exler,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,STEM,Applied Science,Sustainable Development,93102
7672275,South/Southwest,Full Year,Active,Apprenticeship,,Collective Inc.,"2907 N STREET SE WASHINGTON, DC 20019",Urban Collective @ The South Farm,,,,42032433,,Approved/Locked,test test test,test test test,Incomplete,3/7/2018,5/8/2019,test data for github,,3/25/2019,,Y,6/30/2019,5/24/2019,"WC Expired, Liability Expired",Latoria,Panelli,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Williams,Elmendorf,testemail(at)test,Instructor,PACR (ORG) Expired,XYZ Exempt,Melida,Ethier,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim O'Grady,Tonya Harden; Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,STEM,Natural Science,Environmental,93089
7672290,North/Northwest,Full Year,Active,Apprenticeship,,"Community Development Corporation, Inc.","3009 NASH PLACE SE WASHINGTON, DC 20020",Urban Movement,,,,22032293,,Approved/Locked,,test test test,Complete,3/7/2018,3/28/2019,test data for github,5/10/2019,5/14/2019,5/10/2019,Y,6/30/2020,5/24/2019,OK,Latosha,Panepinto,testemail(at)test,Community Liaison,,,Willian,Elmer,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Dance,92999
7672296,North/Northwest,Full Year,Active,Apprenticeship,Ericson Elementary,Inc,"4518 6TH PLACE NE WASHINGTON, DC 20017",Speak Life,,,,22030222,,Approved/Locked,,test test test,Complete,3/23/2015,1/4/2019,test data for github,6/13/2019,3/18/2019,6/13/2019,Y,6/30/2020,5/24/2019,OK,Latoya,Paneque,testemail(at)test,Community Liaison,,,Willie,Elmes,testemail(at)test,Instructor,,,Melinda,Ethridge,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Literary,Poetry,92816
7679277,South/Southwest,Full Year,Active,Apprenticeship,Gage Park,Tech Academy,"4819 B STREET SE WASHINGTON, DC 20019",Exploring STEM,,,,42032626,,Approved/Locked,,test test test,Complete,5/6/2019,5/6/2019,test data for github,10/3/2019,5/14/2019,10/3/2019,Y,6/30/2020,6/19/2019,OK,Latoyia,Panessa,testemail(at)test,Instructor,,,Williemae,Elmo,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marina Esparza,Tonya Harden; Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Biology,95389
7672299,Downtown,Full Year,Active,Advanced Apprenticeship,,Botanic Garden,"1730 33RD PLACE SE WASHINGTON, DC 20020",Botanic Garden,,,,72032292,,Approved/Locked,,test test test,Complete,3/24/2015,4/19/2018,test data for github,10/7/2019,3/25/2019,10/7/2019,Y,6/30/2020,5/24/2019,OK,Latrice,Paneto,testemail(at)test,Community Liaison,,XYZ Exempt,Willis,Elmore,testemail(at)test,Instructor,,XYZ Exempt,Melissa,Etier,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanako Kato,DeMario Meador,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92901
7672709,South/Southwest,Full Year,Active,Internship,,B&G Org,"1640 MICHIGAN AVENUE NE WASHINGTON, DC 20017",Valentine Club Junior Staff,,,,42032443,,Approved/Locked,,test test test,Complete,3/8/2018,5/15/2018,test data for github,10/17/2019,3/18/2019,10/17/2019,Y,6/30/2020,3/26/2019,OK,Latricia,Panetta,testemail(at)test,Community Liaison; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nia Marshall,Tonya Harden; Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Sports Instruction,Soccer,92996
7672716,North/Northwest,Full Year,Active,Apprenticeship,,Good to Neighbors,"219 C STREET NE WASHINGTON, DC 20002",Visionaries,,,,22032294,,Approved/Locked,,test test test,Complete,3/14/2017,7/16/2018,test data for github,5/6/2019,3/13/2019,3/29/2019,Y,6/30/2020,5/24/2019,OK,Latrina,Panfil,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Audio / Visual Technology,MulJimedia,93008
7672722,North/Northwest,,Active,Internship,,Nature Museum,"4224 13TH PLACE NE WASHINGTON, DC 20017",Visitor Internship at Nature Museum (Sat),,,,62032364,Advanced Internship,,,test test test,Incomplete,3/8/2018,5/25/2018,test data for github,10/24/2019,4/15/2019,10/24/2019,Y,6/30/2020,5/24/2019,OK,Latrisha,Panfilov,testemail(at)test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth; Rebecca Deane,Rebecca Deane,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,,,
7672725,North/Northwest,,Active,Internship,,Nature Museum,"4224 13TH PLACE NE WASHINGTON, DC 20017",Visitor Internship at Nature Museum (Fri),,,,62032364,Advanced Internship,,,test test test,Incomplete,3/8/2018,5/25/2018,test data for github,10/24/2019,4/15/2019,10/24/2019,Y,6/30/2020,5/24/2019,OK,Launa,Pang,testemail(at)test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth; Rebecca Deane,Rebecca Deane,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,,,
7672766,South/Southwest,Full Year,Active,Apprenticeship,,New and Family Services,"205 C STREET NE WASHINGTON, DC 20002",Park Mural Project,,,,42030342,,Approved/Locked,,test test test,Complete,3/7/2018,7/24/2018,test data for github,5/22/2019,7/10/2019,7/10/2019,Y,6/30/2020,5/24/2019,OK,Laura,Pangallo,testemail(at)test,Instructor,,,Wilmer,Eloy,testemail(at)test,Community Liaison; Contract Administrator,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marina Esparza,Tonya Harden; Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Mural,92949
7772707,South/Southwest,Full Year,Active,Apprenticeship,,New and Family Services,"205 C STREET NE WASHINGTON, DC 20002",We Hip,,,,,,Approved/Locked,,test test test,Incomplete,3/7/2018,7/24/2018,test data for github,,,,Y,6/30/2020,5/24/2019,OK,Lauralee,Pangan,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nia Marshall,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Community Organization / Awareness,95380
7755671,North/Northwest,,Active,Internship,,Town Bikes NFP,"215 5TH STREET NE WASHINGTON, DC 20002",West Bikes - Internship,,,,,,,,test test test,Incomplete,3/7/2018,1/4/2019,test data for github,,,,Y,6/30/2020,5/24/2019,OK,Lauran,Panganiban,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Sports-Related Certification,Bike Repair and Safety,82194
7672770,North/Northwest,Full Year,Active,Advanced Apprenticeship,,Botanic Garden,"1730 33RD PLACE SE WASHINGTON, DC 20020",Harvest Youth Farm,,,,22032643,,Approved/Locked,test test test,test test test,Incomplete,3/24/2015,4/19/2018,test data for github,,3/25/2019,,Y,6/30/2020,5/24/2019,OK,Laure,Pangborn,testemail(at)test,Community Liaison,,XYZ Exempt,Windy,Elreda,testemail(at)test,Instructor,Education Form Missing,XYZ Exempt,Melodie,Etters,testemail(at)test,Community Liaison,,XYZ Exempt,Myrtis,Eyermann,testemail(at)test,Instructor,Education Form Missing,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Natural Science,Environmental,92840
7672776,North/Northwest,Full Year,Active,Apprenticeship,,Good Life Org,"1733 38TH STREET SE WASHINGTON, DC 20020",Choice Cafe,,,,22030247,,Approved/Locked,,test test test,Incomplete,3/7/2018,3/20/2018,test data for github,5/2/2019,3/13/2019,5/2/2019,Y,6/30/2020,11/22/2019,WC Expired,Laureen,Pangburn,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,,test at test (test(at)testdotcom,,,test(at)testdotcom,Arts,Culinary Art,Food Preparation and Plating,93195
7672791,North/Northwest,Full Year,Active,Apprenticeship,,Museum of Mexican Art,"1721 38TH STREET SE WASHINGTON, DC 20020",Camera Flux- Framing the City,,,,22032206,,Approved/Locked,,test test test,Complete,3/7/2018,10/12/2018,test data for github,10/11/2019,4/1/2019,10/11/2019,Y,6/30/2020,5/24/2019,OK,Laurel,Pangelina,testemail(at)test,Community Liaison; Contract Administrator,,,Winfred,Elridge,testemail(at)test,Instructor,,XYZ Exempt,Melonie,Ettinger,testemail(at)test,Community Liaison; Contract Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Media,Documentary Video,92965
7672797,North/Northwest,Full Year,Active,Apprenticeship,,Museum of Mexican Art,"1721 38TH STREET SE WASHINGTON, DC 20020",Street Art Studio,,,,22032263,,Approved/Locked,,test test test,Complete,3/7/2018,10/12/2018,test data for github,10/11/2019,4/1/2019,5/10/2019,Y,6/30/2020,5/24/2019,OK,Lauren,Pangelinan,testemail(at)test,Community Liaison; Contract Administrator,,,Winifred,Elrod,testemail(at)test,Community Liaison; Contract Administrator,,,Melony,Ettison,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Mural,92960
7672795,North/Northwest,Full Year,Active,Apprenticeship,,Museum of Mexican Art,"1721 38TH STREET SE WASHINGTON, DC 20020","Your Story, Your Way",,,,22033224,,Approved/Locked,,test test test,Complete,3/7/2018,10/12/2018,test data for github,5/10/2019,4/1/2019,5/10/2019,Y,6/30/2020,5/24/2019,OK,Laurena,Pangilinan,testemail(at)test,Community Liaison; Contract Administrator,,,Winnie,Elroy,testemail(at)test,Community Liaison; Contract Administrator,,,Melva,Ettl,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Journalism,,92964
7672600,North/Northwest,Full Year,Active,Apprenticeship,,House of Prayer,"1501 35TH STREET SE WASHINGTON, DC 20020",You Got Served Cooking,,,,22032429,,Approved/Locked,,test test test,Complete,9/23/2015,3/5/2019,test data for github,5/6/2019,3/13/2019,5/6/2019,Y,6/30/2020,5/24/2019,OK,Laurence,Pangle,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiki Meyers,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Culinary Art,Food Preparation and Plating,92839
7672629,North/Northwest,Full Year,Active,Apprenticeship,,Miracles Inc,"4323 13TH PLACE NE WASHINGTON, DC 20017",Dance Ensemble,,,,22032423,,Approved/Locked,,test test test,Incomplete,3/7/2018,4/12/2019,test data for github,,3/18/2019,5/7/2019,Y,6/30/2020,5/24/2019,OK,Laurene,Pangrazio,testemail(at)test,Community Liaison,,XYZ Exempt,Winona,Elsaesser,testemail(at)test,Instructor,,ABC Pending; XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Dance,93326
7672672,North/Northwest,Full Year,Active,Apprenticeship,,Town Bikes NFP,"215 5TH STREET NE WASHINGTON, DC 20002",Biking & Advocacy,,,,22032249,,Approved/Locked,,test test test,Complete,3/7/2018,1/4/2019,test data for github,6/7/2019,3/18/2019,6/7/2019,Y,6/30/2020,5/24/2019,OK,Vanita,Paniagua,testemail(at)test,Community Liaison,,,Winston,Elsass,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Melynda,Etzel,testemail(at)test,Instructor,,XYZ Exempt,Nadine,Eyre,testemail(at)test,Instructor,,XYZ Exempt,Bruna,Ridge,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,Natalia Aguilar,Sonia Vazquez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Urban Studies/Planning,93093
7672679,North/Northwest,Full Year,Active,Advanced Apprenticeship,,Miracles Inc,"4323 13TH PLACE NE WASHINGTON, DC 20017",Youth Theater - Advanced,,,,22030327,,Approved/Locked,,test test test,Incomplete,3/7/2018,4/12/2019,test data for github,9/9/2019,3/18/2019,5/7/2019,Y,6/30/2020,5/24/2019,OK,Vanna,Panias,testemail(at)test,Community Liaison,,XYZ Exempt,Winter,Elsasser,testemail(at)test,Instructor,,XYZ Exempt,Mendy,Etzkorn,testemail(at)test,Instructor,Confidential Missing; Contact Info Missing; Education Form Missing; Experience Form Missing; MR Ack Missing; NSOPW Missing; PACR (ORG) Missing; Social Media Policy Missing,ABC Pending; XYZ Exempt; IJK Pending,Naida,Eyrich,testemail(at)test,Instructor,Confidential Missing; Contact Info Missing; Education Form Missing; Experience Form Missing; MR Ack Missing; MR Cert Missing; MVOAY Missing; NSOPW Missing; PACR (ORG) Missing; Social Media Policy Missing,ABC Missing; XYZ Missing; IJK Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Theatre,93325
